"nr","deso","area","pop","density"
"5338","2181B2010",5.28,1102,208.712121212121
"5339","2181B2020",7.6,1469,193.289473684211
"5340","2181B2030",11.44,1100,96.1538461538462
"5341","2181B3010",10.98,1856,169.034608378871
"5342","2181B4010",6.98,1047,150
"5343","2181C1010",6.63,2328,351.131221719457
"5344","2181C1020",1.79,1738,970.949720670391
"5345","2181C1030",0.86,1823,2119.76744186047
"5346","2181C1040",1.31,1922,1467.17557251908
"5347","2181C1050",0.69,1270,1840.57971014493
"5348","2181C1060",1.73,1311,757.803468208092
"5349","2181C1070",0.36,1850,5138.88888888889
"5350","2181C1080",0.74,1123,1517.56756756757
"5351","2181C1090",6.86,2098,305.830903790087
"5352","2181C1100",0.74,1817,2455.40540540541
"5353","2181C1110",0.16,1067,6668.75
"5354","2181C1120",0.27,1028,3807.40740740741
"5355","2181C1130",0.36,2393,6647.22222222222
"5356","2181C1140",2.89,1321,457.093425605536
"5357","2181C1150",6.95,2127,306.043165467626
"5358","2182A0010",436.53,1415,3.24147252193435
"5359","2182A0020",199.63,1516,7.59404899063267
"5360","2182A0030",335.99,2657,7.90797345159082
"5361","2182B2010",9.78,1050,107.361963190184
"5362","2182B2020",18.29,1269,69.3821760524877
"5363","2182B3010",10.03,1712,170.687936191426
"5364","2182B4010",11.39,1102,96.7515364354697
"5365","2182C1010",11.64,1886,162.027491408935
"5366","2182C1020",4.23,1483,350.591016548463
"5367","2182C1030",2.76,1393,504.710144927536
"5368","2182C1040",1.78,2046,1149.43820224719
"5369","2182C1050",1.84,1540,836.95652173913
"5370","2182C1060",2.18,1282,588.073394495413
"5371","2182C1070",0.8,2186,2732.5
"5372","2182C1080",7.05,887,125.815602836879
"5373","2182C1090",1.44,1434,995.833333333333
"5374","2183A0010",538.29,856,1.59022088465325
"5375","2183A0020",363.67,1761,4.84230208705695
"5376","2183A0030",69.77,961,13.7738282929626
"5377","2183A0040",178.33,1800,10.093646610217
"5378","2183A0050",130.85,1266,9.67520061138709
"5379","2183A0060",471.95,1908,4.042801144189
"5380","2183B2010",6.01,901,149.916805324459
"5381","2183B2020",5.3,1261,237.924528301887
"5382","2183B3010",14.36,1522,105.988857938719
"5383","2183C1010",11.4,1836,161.052631578947
"5384","2183C1020",7.19,1480,205.841446453407
"5385","2183C1030",1.03,1879,1824.27184466019
"5386","2183C1040",3.28,1309,399.085365853659
"5387","2183C1050",0.78,2378,3048.71794871795
"5388","2183C1060",2.96,1836,620.27027027027
"5389","2183C1070",5.1,1621,317.843137254902
"5390","2183C1080",3.2,1839,574.6875
"5391","2184A0010",476.12,1809,3.79946232042342
"5392","2184A0020",288.27,871,3.02147292468866
"5393","2184A0030",214.9,1186,5.51884597487203
"5394","2184A0040",255.71,1900,7.43029212780102
"5395","2184A0050",204.86,1833,8.94757395294347
"5396","2184A0060",112.67,1062,9.4257566344191
"5397","2184A0070",849.75,2432,2.86201824065902
"5398","2184B2010",8.03,840,104.607721046077
"5399","2184B2020",4.77,1395,292.452830188679
"5400","2184B2030",5.42,1975,364.391143911439
"5401","2184B3010",11.42,1042,91.2434325744308
"5402","2184B3020",3.57,1514,424.089635854342
"5403","2184B4010",10.36,1694,163.513513513514
"5404","2184B5010",7.92,1103,139.267676767677
"5405","2184C1010",4.22,928,219.905213270142
"5406","2184C1020",3.96,2412,609.090909090909
"5407","2184C1030",0.91,1603,1761.53846153846
"5408","2184C1040",0.52,1472,2830.76923076923
"5409","2184C1050",2,2283,1141.5
"5410","2184C1060",0.5,1707,3414
"5411","2184C1070",7.45,1815,243.624161073825
"5412","2184C1080",1.44,1767,1227.08333333333
"5413","2184C1090",1.4,1311,936.428571428571
"5414","2184C1100",11.15,1691,151.659192825112
"5415","2260A0010",1438.32,1652,1.14856221146894
"5416","2260A0020",590.04,1253,2.12358484170565
"5417","2260A0030",983.8,1252,1.2726163854442
"5418","2260B2010",10.43,767,73.5378715244487
"5419","2260B2020",13.97,1418,101.503221188261
"5420","2260C1010",10.76,1179,109.57249070632
"5421","2260C1020",2.82,1588,563.120567375887
"5422","2262A0010",254.1,1867,7.34750098386462
"5423","2262A0020",474.54,936,1.97243646478695
"5424","2262B2010",17.19,2519,146.538685282141
"5425","2262C1010",4.79,1727,360.542797494781
"5426","2262C1020",4.53,2280,503.311258278146
"5427","2262C1030",2.76,1525,552.536231884058
"5428","2262C1040",4.35,2359,542.298850574713
"5429","2262C1050",9.45,2388,252.698412698413
"5430","2262C1060",11.46,1939,169.197207678883
"5431","2280A0010",194.09,1581,8.14570560049462
"5432","2280A0020",193.02,1118,5.79214589161745
"5433","2280A0030",422.83,1302,3.07925170872455
"5434","2280A0040",214.24,1389,6.48338312173264
"5435","2280B2010",9.57,1011,105.64263322884
"5436","2280C1010",2.27,1168,514.537444933921
"5437","2280C1020",7.03,1882,267.709815078236
"5438","2280C1030",0.79,1233,1560.75949367089
"5439","2280C1040",1.23,1539,1251.21951219512
"5440","2280C1050",0.62,1635,2637.09677419355
"5441","2280C1060",0.42,1120,2666.66666666667
"5442","2280C1070",0.5,1193,2386
"5443","2280C1080",1.75,1724,985.142857142857
"5444","2280C1090",0.2,1602,8010
"5445","2280C1100",1.89,1799,951.851851851852
"5446","2280C1110",1.67,1960,1173.65269461078
"5447","2280C1120",6.14,1398,227.687296416938
"5448","2281A0010",252.32,2261,8.96084337349398
"5449","2281A0020",482.81,1790,3.70746256291295
"5450","2281A0030",56.91,1301,22.8606571780004
"5451","2281A0040",607.72,1460,2.40242216810373
"5452","2281A0050",147.14,1408,9.56911784694848
"5453","2281A0060",48.53,1406,28.971770039151
"5454","2281A0070",208.08,1692,8.13148788927336
"5455","2281A0080",285.27,1719,6.02587022820486
"5456","2281A0090",901.34,1075,1.1926686932789
"5457","2281B2010",5.8,1170,201.724137931034
"5458","2281B2020",6.62,1693,255.740181268882
"5459","2281B2030",12.6,1718,136.349206349206
"5460","2281B2040",4.77,1590,333.333333333333
"5461","2281B2050",0.51,1128,2211.76470588235
"5462","2281B2060",9.14,996,108.971553610503
"5463","2281B2070",3.97,1004,252.896725440806
"5464","2281B2080",4.73,2417,510.993657505285
"5465","2281B3010",7.41,678,91.497975708502
"5466","2281B3020",13.11,1470,112.128146453089
"5467","2281B3030",7.5,1429,190.533333333333
"5468","2281B3040",1.84,1241,674.45652173913
"5469","2281B4010",16.17,1426,88.1880024737168
"5470","2281C1010",4.82,2442,506.639004149378
"5471","2281C1020",3.78,2043,540.47619047619
"5472","2281C1030",1.95,2204,1130.25641025641
"5473","2281C1040",1.65,1970,1193.93939393939
"5474","2281C1050",0.56,1778,3175
"5475","2281C1060",8.01,1418,177.028714107366
"5476","2281C1070",2.18,2368,1086.23853211009
"5477","2281C1080",0.46,1426,3100
"5478","2281C1090",0.34,1161,3414.70588235294
"5479","2281C1100",0.29,2248,7751.72413793104
"5480","2281C1110",0.29,1281,4417.24137931035
"5481","2281C1120",0.33,1613,4887.87878787879
"5482","2281C1130",1.13,3554,3145.13274336283
"5483","2281C1140",0.72,2132,2961.11111111111
"5484","2281C1150",0.79,1904,2410.12658227848
"5485","2281C1160",2.83,1645,581.272084805654
"5486","2281C1170",0.41,1975,4817.07317073171
"5487","2281C1180",2.5,1457,582.8
"5488","2281C1190",0.62,1249,2014.51612903226
"5489","2281C1200",1.33,1269,954.135338345865
"5490","2281C1210",1.1,1711,1555.45454545455
"5491","2281C1220",1.31,2291,1748.85496183206
"5492","2281C1230",0.98,1851,1888.77551020408
"5493","2281C1240",7.11,1549,217.862165963432
"5494","2281C1250",11.85,1109,93.5864978902954
"5495","2281C1260",1.17,1437,1228.20512820513
"5496","2281C1270",1.22,1649,1351.6393442623
"5497","2281C1280",2.5,1869,747.6
"5498","2281C1290",6.09,2120,348.111658456486
"5499","2281C1300",3.22,2448,760.248447204969
"5500","2281C1310",0.61,2632,4314.75409836066
"5501","2281C1320",1.85,2202,1190.27027027027
"5502","2281C1330",3.57,2321,650.140056022409
"5503","2281C1340",10.16,1162,114.370078740157
"5504","2281C1350",13.37,1906,142.557965594615
"5505","2281C1360",3.78,1747,462.169312169312
"5506","2282A0010",232.18,1531,6.59402187957619
"5507","2282A0020",200.13,1259,6.29091090790986
"5508","2282A0030",536.92,1584,2.95016017283767
"5509","2282A0040",310.97,1655,5.32205679004405
"5510","2282A0050",160.63,1110,6.91029073024964
"5511","2282A0060",203.45,797,3.91742442860654
"5512","2282B2010",8.44,906,107.345971563981
"5513","2282B2020",5.68,873,153.697183098592
"5514","2282B3010",11.89,1204,101.261564339781
"5515","2282C1010",9.72,1812,186.41975308642
"5516","2282C1020",4.06,1777,437.684729064039
"5517","2282C1030",1.86,1986,1067.74193548387
"5518","2282C1040",5.47,1137,207.861060329068
"5519","2283A0010",506.9,1076,2.12270664825409
"5520","2283A0020",385.49,813,2.10900412462061
"5521","2283A0030",321.44,801,2.49191139870582
"5522","2283A0040",908.19,1122,1.23542430548674
"5523","2283A0050",687.84,1244,1.80856013026285
"5524","2283A0060",486.39,1034,2.12586607454923
"5525","2283A0070",903.81,1280,1.41622686184043
"5526","2283A0080",1163.3,1180,1.01435571219806
"5527","2283B2010",10.73,1597,148.83504193849
"5528","2283C1010",6.03,1182,196.019900497512
"5529","2283C1020",4.54,1323,291.409691629956
"5530","2283C1030",0.98,1557,1588.77551020408
"5531","2283C1040",0.91,1644,1806.59340659341
"5532","2283C1050",6.37,1418,222.605965463108
"5533","2283C1060",6.91,1252,181.186685962373
"5534","2284A0010",333.68,1841,5.51726204747063
"5535","2284A0020",48.48,781,16.1097359735974
"5536","2284A0030",429.2,1829,4.2614165890028
"5537","2284A0040",148,1156,7.81081081081081
"5538","2284A0050",303.83,1342,4.41694368561367
"5539","2284A0060",255.08,1509,5.91579112435314
"5540","2284A0070",182.32,1224,6.71347082053532
"5541","2284A0080",100,977,9.77
"5542","2284A0090",436.35,1082,2.47966082273404
"5543","2284A0100",2863.03,1892,0.660838342595083
"5544","2284A0110",1143.22,1768,1.54650898339777
"5545","2284B2010",16.97,1289,75.957572186211
"5546","2284B2020",10.44,2214,212.068965517241
"5547","2284B3010",9.08,1497,164.867841409692
"5548","2284B4010",8.91,1188,133.333333333333
"5549","2284C1010",1.48,1178,795.945945945946
"5550","2284C1020",4.04,1285,318.069306930693
"5551","2284C1030",2.92,1641,561.986301369863
"5552","2284C1040",5.5,1672,304
"5553","2284C1050",6.26,2193,350.319488817891
"5554","2284C1060",5.1,1930,378.43137254902
"5555","2284C1070",2.56,1268,495.3125
"5556","2284C1080",2.06,1648,800
"5557","2284C1090",8.97,1110,123.745819397993
"5558","2284C1100",1.01,2093,2072.27722772277
"5559","2284C1110",1.25,1714,1371.2
"5560","2284C1120",0.28,1235,4410.71428571429
"5561","2284C1130",4.43,1880,424.379232505643
"5562","2284C1140",0.94,1177,1252.12765957447
"5563","2284C1150",0.9,1610,1788.88888888889
"5564","2284C1160",4.74,1992,420.253164556962
"5565","2284C1170",0.96,1240,1291.66666666667
"5566","2284C1180",3.34,1498,448.502994011976
"5567","2284C1190",4.06,1453,357.881773399015
"5568","2284C1200",10.02,1516,151.297405189621
"5569","2284C1210",14.4,1197,83.125
"5570","2284C1220",2.73,1359,497.802197802198
"5571","2303A0010",475.41,1126,2.36848194190278
"5572","2303A0020",716.17,1343,1.87525308236871
"5573","2303A0030",1308.22,1516,1.15882649707236
"5574","2303C1010",11.12,1150,103.41726618705
"5575","2305A0010",1431.01,926,0.647095408138308
"5576","2305A0020",325.84,1240,3.80554873557574
"5577","2305A0030",1160.08,1186,1.02234328666988
"5578","2305A0040",485.05,1247,2.57086898257912
"5579","2305C1010",6.14,1500,244.299674267101
"5580","2309A0010",183.41,1380,7.52412627446704
"5581","2309A0020",256.83,1113,4.33360588716272
"5582","2309A0030",538.75,1723,3.19814385150812
"5583","2309A0040",1949.67,2063,1.05812778572784
"5584","2309A0050",3223.39,1520,0.471553240532483
"5585","2309B2010",5.25,1568,298.666666666667
"5586","2309B2020",9.43,1798,190.668080593849
"5587","2309B3010",8.88,1274,143.468468468468
"5588","2309C1010",9.65,1278,132.435233160622
"5589","2309C1020",4.54,1878,413.656387665198
"5590","2313A0010",2026.87,1660,0.818996778283758
"5591","2313A0020",1635.3,2047,1.25175808720113
"5592","2313A0030",3080.04,1639,0.532135946286412
"5593","2313A0040",3646.92,758,0.207846621258487
"5594","2313B2010",10.56,1104,104.545454545455
"5595","2313C1010",4.66,1832,393.1330472103
"5596","2313C1020",2.62,1039,396.564885496183
"5597","2313C1030",5.87,1034,176.149914821124
"5598","2321A0010",591.92,1166,1.96986079199892
"5599","2321A0020",2111.45,1832,0.867650192995335
"5600","2321A0030",509.29,1881,3.69337705433054
"5601","2321A0040",3956.99,1303,0.329290698232748
"5602","2321B2010",17.15,2401,140
"5603","2321B2020",15.65,2154,137.635782747604
"5604","2321C1010",7.88,1727,219.162436548223
"5605","2326A0010",1058.65,1076,1.01638879705285
"5606","2326A0020",596.14,1118,1.87539839634985
"5607","2326A0030",2419.62,912,0.376918689711608
"5608","2326A0040",298.47,1150,3.85298354943545
"5609","2326A0050",1352.38,1792,1.32507135568405
"5610","2326C1010",7.1,1092,153.802816901408
"5611","2361A0010",3526.11,1249,0.354214701186293
"5612","2361A0020",1759.16,973,0.55310489097069
"5613","2361A0030",3779.88,1739,0.460067515370858
"5614","2361A0040",2179.56,1236,0.567086934977702
"5615","2361B2010",13.21,963,72.8993186979561
"5616","2361B3010",10.43,1126,107.957813998082
"5617","2361C1010",8.75,1420,162.285714285714
"5618","2361C1020",3.87,1439,371.834625322997
"5619","2380A0010",278.84,2354,8.4421173432793
"5620","2380A0020",86.65,1676,19.3421811886901
"5621","2380A0030",94.49,1465,15.5042861678485
"5622","2380A0040",1142.83,2417,2.1149252294742
"5623","2380A0050",479.03,1161,2.42364778823873
"5624","2380B2010",5.07,1267,249.901380670611
"5625","2380C1010",3.09,1774,574.11003236246
"5626","2380C1020",8.57,1126,131.388564760793
"5627","2380C1030",6.2,1466,236.451612903226
"5628","2380C1040",11.45,2902,253.449781659389
"5629","2380C1050",1.36,2168,1594.11764705882
"5630","2380C1060",0.75,2199,2932
"5631","2380C1070",1.21,1001,827.272727272727
"5632","2380C1080",0.96,1762,1835.41666666667
"5633","2380C1090",2.59,1912,738.223938223938
"5634","2380C1100",1.03,2082,2021.35922330097
"5635","2380C1110",4.14,1655,399.75845410628
"5636","2380C1120",1.12,2017,1800.89285714286
"5637","2380C1130",0.55,1435,2609.09090909091
"5638","2380C1140",2.78,2269,816.187050359712
"5639","2380C1150",0.33,1405,4257.57575757576
"5640","2380C1160",0.26,1599,6150
"5641","2380C1170",0.23,1809,7865.21739130435
"5642","2380C1180",18.79,2322,123.576370409792
"5643","2380C1190",0.44,1511,3434.09090909091
"5644","2380C1200",0.4,1570,3925
"5645","2380C1210",1.26,1607,1275.39682539683
"5646","2380C1220",0.35,1348,3851.42857142857
"5647","2380C1230",0.48,1317,2743.75
"5648","2380C1240",18.18,1535,84.4334433443344
"5649","2380C1250",0.31,1320,4258.06451612903
"5650","2380C1260",2.16,1734,802.777777777778
"5651","2380C1270",0.67,2160,3223.88059701493
"5652","2380C1280",1.45,1610,1110.34482758621
"5653","2380C1290",3.73,2863,767.560321715818
"5654","2380C1300",2.01,1548,770.149253731343
"5655","2380C1310",1.98,1515,765.151515151515
"5656","2401A0010",582.95,1563,2.68119049661206
"5657","2401A0020",623.03,1400,2.24708280500136
"5658","2401B2010",14.2,1369,96.4084507042254
"5659","2401C1010",5.59,716,128.085867620751
"5660","2401C1020",4.75,1985,417.894736842105
"5661","2403A0010",1299.59,1352,1.04032810347879
"5662","2403C1010",7.28,996,136.813186813187
"5663","2404A0010",781.67,1286,1.64519554287615
"5664","2404A0020",1845.07,1596,0.865007831681183
"5665","2404C1010",9.28,2579,277.909482758621
"5666","2409A0010",365.53,1955,5.34839821628868
"5667","2409A0020",535.87,1284,2.3961035325732
"5668","2409A0030",383.19,1556,4.06064876432057
"5669","2409C1010",7.22,1945,269.390581717452
"5670","2417A0010",1730,1916,1.10751445086705
"5671","2417C1010",9.15,2008,219.453551912568
"5672","2418A0010",1590.71,961,0.60413274575504
"5673","2418C1010",3.64,989,271.703296703297
"5674","2418C1020",3.85,1040,270.12987012987
"5675","2421A0010",3919.33,2029,0.517690523635417
"5676","2421A0020",3370.28,1495,0.443583322453921
"5677","2421C1010",5,1248,249.6
"5678","2421C1020",3.36,849,252.678571428571
"5679","2422A0010",7359.18,1271,0.172709459477822
"5680","2422C1010",7.82,1116,142.710997442455
"5681","2425A0010",2755.86,1082,0.39261791237581
"5682","2425C1010",8.56,1257,146.845794392523
"5683","2460A0010",509.87,2489,4.8816364955773
"5684","2460C1010",4.58,2089,456.113537117904
"5685","2460C1020",4.68,1099,234.82905982906
"5686","2460C1030",1.6,1425,890.625
"5687","2460C1040",8.78,1957,222.892938496583
"5688","2462A0010",2035,1093,0.537100737100737
"5689","2462A0020",6003.41,1923,0.320317952630255
"5690","2462C1010",4.32,955,221.064814814815
"5691","2462C1020",2.21,1610,728.506787330317
"5692","2462C1030",2.17,682,314.285714285714
"5693","2463A0010",4217.35,967,0.229290905426393
"5694","2463C1010",6.19,1751,282.875605815832
"5695","2480A0010",276.38,2124,7.68507127867429
"5696","2480A0020",109.04,1695,15.5447542186354
"5697","2480A0030",79.52,1759,22.1202213279678
"5698","2480A0040",151.51,2213,14.6062966140849
"5699","2480A0050",319.66,1265,3.95732966276669
"5700","2480A0060",178.21,2606,14.6231973514393
"5701","2480A0070",222.62,1673,7.5150480639655
"5702","2480A0080",368.09,2523,6.85430193702627
"5703","2480A0090",469.1,1304,2.77979108931997
"5704","2480B2010",5.79,2196,379.274611398964
"5705","2480B2020",1.6,1980,1237.5
"5706","2480B2030",8.6,2172,252.558139534884
"5707","2480B2040",3.26,1971,604.601226993865
"5708","2480B3010",8.51,1592,187.074030552291
"5709","2480B3020",3.96,1526,385.353535353535
"5710","2480B4010",5.12,1347,263.0859375
"5711","2480B4020",2.89,1318,456.055363321799
"5712","2480B5010",6.18,1405,227.346278317152
"5713","2480C1010",12.11,1392,114.94632535095
"5714","2480C1020",2.5,2263,905.2
"5715","2480C1030",6.16,2310,375
"5716","2480C1040",9.69,2552,263.364293085655
"5717","2480C1050",1.35,1889,1399.25925925926
"5718","2480C1060",0.78,1890,2423.07692307692
"5719","2480C1070",0.25,1799,7196
"5720","2480C1080",2.37,2476,1044.72573839662
"5721","2480C1090",1.45,3923,2705.51724137931
"5722","2480C1100",7.66,2495,325.718015665796
"5723","2480C1110",0.2,2055,10275
"5724","2480C1120",0.28,2792,9971.42857142857
"5725","2480C1130",1.09,1921,1762.38532110092
"5726","2480C1140",0.35,2128,6080
"5727","2480C1150",1.01,1765,1747.52475247525
"5728","2480C1160",1.26,2380,1888.88888888889
"5729","2480C1170",0.57,2192,3845.61403508772
"5730","2480C1180",1.37,1898,1385.40145985401
"5731","2480C1190",0.29,1967,6782.75862068966
"5732","2480C1200",0.73,1721,2357.53424657534
"5733","2480C1210",0.39,1771,4541.02564102564
"5734","2480C1220",0.51,1965,3852.94117647059
"5735","2480C1230",0.4,2028,5070
"5736","2480C1240",0.18,1097,6094.44444444444
"5737","2480C1250",0.23,1642,7139.13043478261
"5738","2480C1260",1.13,2083,1843.36283185841
"5739","2480C1270",0.14,1203,8592.85714285714
"5740","2480C1280",0.53,2569,4847.16981132075
"5741","2480C1290",0.67,1496,2232.83582089552
"5742","2480C1300",0.69,2162,3133.33333333333
"5743","2480C1310",0.95,1829,1925.26315789474
"5744","2480C1320",0.25,1436,5744
"5745","2480C1330",0.59,1615,2737.28813559322
"5746","2480C1340",0.33,2083,6312.12121212121
"5747","2480C1350",2.25,1525,677.777777777778
"5748","2480C1360",2.64,1293,489.772727272727
"5749","2480C1370",0.43,1649,3834.88372093023
