"nr","deso","area","pop","density"
"3025","1281C1110",0.95,2015,2121.05263157895
"3026","1281C1120",0.13,1999,15376.9230769231
"3027","1281C1130",0.09,1463,16255.5555555556
"3028","1281C1140",0.62,1676,2703.22580645161
"3029","1281C1150",0.36,1638,4550
"3030","1281C1160",1.08,1760,1629.62962962963
"3031","1281C1170",0.1,1196,11960
"3032","1281C1180",0.2,1698,8490
"3033","1281C1190",0.71,1977,2784.50704225352
"3034","1281C1200",0.46,1298,2821.73913043478
"3035","1281C1210",0.34,1398,4111.76470588235
"3036","1281C1220",0.27,1594,5903.7037037037
"3037","1281C1230",0.69,2023,2931.88405797101
"3038","1281C1240",0.27,1196,4429.62962962963
"3039","1281C1250",0.25,1802,7208
"3040","1281C1260",0.26,1946,7484.61538461538
"3041","1281C1270",0.28,1751,6253.57142857143
"3042","1281C1280",1.08,1870,1731.48148148148
"3043","1281C1290",0.54,1588,2940.74074074074
"3044","1281C1300",0.23,1048,4556.52173913043
"3045","1281C1310",0.13,1198,9215.38461538462
"3046","1281C1320",0.2,1986,9930
"3047","1281C1330",3.1,1455,469.354838709677
"3048","1281C1340",0.57,1506,2642.1052631579
"3049","1281C1350",0.11,1648,14981.8181818182
"3050","1281C1360",0.13,1541,11853.8461538462
"3051","1281C1370",1.18,2352,1993.22033898305
"3052","1281C1380",0.27,1793,6640.74074074074
"3053","1281C1390",0.59,1594,2701.69491525424
"3054","1281C1400",0.82,1799,2193.90243902439
"3055","1281C1410",0.51,1197,2347.05882352941
"3056","1281C1420",0.48,1129,2352.08333333333
"3057","1281C1430",3.91,3546,906.90537084399
"3058","1281C1440",0.27,2092,7748.14814814815
"3059","1281C1450",0.11,2034,18490.9090909091
"3060","1281C1460",1.55,1898,1224.51612903226
"3061","1281C1470",0.34,2305,6779.41176470588
"3062","1281C1480",0.64,1170,1828.125
"3063","1281C1490",0.55,1623,2950.90909090909
"3064","1281C1500",0.18,1593,8850
"3065","1281C1510",0.73,2129,2916.43835616438
"3066","1281C1520",0.66,1853,2807.57575757576
"3067","1281C1530",0.55,1516,2756.36363636364
"3068","1281C1540",1.92,1576,820.833333333333
"3069","1281C1550",2.52,2105,835.31746031746
"3070","1281C1560",4.93,1648,334.279918864097
"3071","1281C1570",3.21,1305,406.542056074766
"3072","1282A0010",72.22,2617,36.2364995846026
"3073","1282B2010",9.17,2532,276.117775354417
"3074","1282B3010",5.81,1797,309.294320137694
"3075","1282C1010",25.09,2161,86.1299322439219
"3076","1282C1020",3.24,2837,875.617283950617
"3077","1282C1030",4.64,1201,258.836206896552
"3078","1282C1040",4.76,2106,442.436974789916
"3079","1282C1050",2.22,2519,1134.68468468468
"3080","1282C1060",0.21,2329,11090.4761904762
"3081","1282C1070",0.19,2406,12663.1578947368
"3082","1282C1080",0.21,2529,12042.8571428571
"3083","1282C1090",0.86,1868,2172.09302325581
"3084","1282C1100",0.47,2272,4834.04255319149
"3085","1282C1110",0.2,2053,10265
"3086","1282C1120",0.38,1392,3663.15789473684
"3087","1282C1130",0.57,1773,3110.52631578947
"3088","1282C1140",0.17,1212,7129.41176470588
"3089","1282C1150",0.1,1196,11960
"3090","1282C1160",0.76,1836,2415.78947368421
"3091","1282C1170",4.75,1143,240.631578947368
"3092","1282C1180",0.68,2110,3102.94117647059
"3093","1282C1190",1.89,3019,1597.3544973545
"3094","1282C1200",1.61,2226,1382.60869565217
"3095","1283A0010",52.79,1246,23.6029551051335
"3096","1283A0020",67.87,1291,19.021659054074
"3097","1283A0030",43.21,2051,47.4658643832446
"3098","1283A0040",50.91,1139,22.3728147711648
"3099","1283B2010",1,1903,1903
"3100","1283B2020",2.61,2964,1135.63218390805
"3101","1283B2030",2.77,1799,649.458483754513
"3102","1283B3010",5.8,1989,342.931034482759
"3103","1283B4010",7.59,1521,200.395256916996
"3104","1283B5010",7.86,953,121.246819338422
"3105","1283C1010",4.16,1516,364.423076923077
"3106","1283C1020",4.73,1691,357.505285412262
"3107","1283C1030",1.13,1602,1417.69911504425
"3108","1283C1040",1.97,2208,1120.81218274112
"3109","1283C1050",2.87,1484,517.073170731707
"3110","1283C1060",4.13,1022,247.457627118644
"3111","1283C1070",2.3,1464,636.521739130435
"3112","1283C1080",2.73,1705,624.542124542124
"3113","1283C1090",0.52,1505,2894.23076923077
"3114","1283C1100",2.28,1610,706.140350877193
"3115","1283C1110",0.69,1813,2627.53623188406
"3116","1283C1120",1.4,2380,1700
"3117","1283C1130",0.56,2086,3725
"3118","1283C1140",6.44,1849,287.111801242236
"3119","1283C1150",0.48,2126,4429.16666666667
"3120","1283C1160",5.16,1775,343.992248062016
"3121","1283C1170",0.79,1630,2063.29113924051
"3122","1283C1180",0.62,1577,2543.54838709677
"3123","1283C1190",0.67,2229,3326.86567164179
"3124","1283C1200",1.62,3093,1909.25925925926
"3125","1283C1210",0.58,2134,3679.31034482759
"3126","1283C1220",1.95,3139,1609.74358974359
"3127","1283C1230",0.11,1975,17954.5454545455
"3128","1283C1240",0.13,1962,15092.3076923077
"3129","1283C1250",0.08,1904,23800
"3130","1283C1260",0.35,1659,4740
"3131","1283C1270",0.53,1535,2896.22641509434
"3132","1283C1280",0.06,1595,26583.3333333333
"3133","1283C1290",0.37,2033,5494.5945945946
"3134","1283C1300",0.59,1907,3232.20338983051
"3135","1283C1310",0.12,1714,14283.3333333333
"3136","1283C1320",0.57,1521,2668.42105263158
"3137","1283C1330",0.24,1517,6320.83333333333
"3138","1283C1340",0.7,1388,1982.85714285714
"3139","1283C1350",0.24,1433,5970.83333333333
"3140","1283C1360",0.48,1954,4070.83333333333
"3141","1283C1370",1.05,1950,1857.14285714286
"3142","1283C1380",0.37,1962,5302.7027027027
"3143","1283C1390",0.33,1695,5136.36363636364
"3144","1283C1400",0.33,2363,7160.60606060606
"3145","1283C1410",0.24,1992,8300
"3146","1283C1420",0.14,1409,10064.2857142857
"3147","1283C1430",0.11,1828,16618.1818181818
"3148","1283C1440",0.18,1845,10250
"3149","1283C1450",1.03,1720,1669.90291262136
"3150","1283C1460",0.09,1824,20266.6666666667
"3151","1283C1470",0.56,2468,4407.14285714286
"3152","1283C1480",0.15,2077,13846.6666666667
"3153","1283C1490",1.22,2246,1840.98360655738
"3154","1283C1500",0.35,1951,5574.28571428571
"3155","1283C1510",0.21,2062,9819.04761904762
"3156","1283C1520",0.6,2246,3743.33333333333
"3157","1283C1530",0.38,2674,7036.84210526316
"3158","1283C1540",0.21,1630,7761.90476190476
"3159","1283C1550",0.32,2046,6393.75
"3160","1283C1560",0.31,1846,5954.83870967742
"3161","1283C1570",0.41,1710,4170.73170731707
"3162","1283C1580",0.86,2781,3233.72093023256
"3163","1283C1590",3.58,1853,517.597765363128
"3164","1283C1600",7.38,1496,202.710027100271
"3165","1283C1610",2.91,2625,902.061855670103
"3166","1283C1620",0.63,1384,2196.8253968254
"3167","1283C1630",2.7,4272,1582.22222222222
"3168","1283C1640",2.07,1936,935.265700483092
"3169","1283C1650",0.78,1424,1825.64102564103
"3170","1283C1660",5.64,2276,403.54609929078
"3171","1283C1670",2.8,2361,843.214285714286
"3172","1283C1680",1.95,798,409.230769230769
"3173","1283C1690",1.42,2281,1606.33802816901
"3174","1283C1700",7.79,1684,216.17458279846
"3175","1284A0010",46.43,1682,36.2265776437648
"3176","1284A0020",42.76,1516,35.4536950420954
"3177","1284A0030",11.38,718,63.0931458699473
"3178","1284B2010",1.85,999,540
"3179","1284B2020",5.39,1322,245.269016697588
"3180","1284C1010",1.54,1254,814.285714285714
"3181","1284C1020",2.84,2570,904.929577464789
"3182","1284C1030",2.45,1411,575.918367346939
"3183","1284C1040",0.86,1129,1312.79069767442
"3184","1284C1050",0.79,1637,2072.15189873418
"3185","1284C1060",3.23,2611,808.359133126935
"3186","1284C1070",6.24,2110,338.141025641026
"3187","1284C1080",0.5,2041,4082
"3188","1284C1090",0.63,2008,3187.30158730159
"3189","1284C1100",7.42,1901,256.199460916442
"3190","1284C1110",4.26,1401,328.87323943662
"3191","1284C1120",4.92,1883,382.723577235772
"3192","1285A0010",78.86,2130,27.0098909459802
"3193","1285A0020",26.19,841,32.1114929362352
"3194","1285A0030",35.33,820,23.2097367676196
"3195","1285A0040",64.54,1458,22.5906414626588
"3196","1285A0050",66.37,1175,17.7037818291397
"3197","1285A0060",61.83,1087,17.5804625586285
"3198","1285A0070",41.04,976,23.7816764132554
"3199","1285B2010",7.02,1799,256.267806267806
"3200","1285B3010",7.89,1322,167.553865652725
"3201","1285B4010",5.39,1480,274.582560296846
"3202","1285B5010",4.59,1071,233.333333333333
"3203","1285C1010",2.1,2374,1130.47619047619
"3204","1285C1020",3.76,2265,602.393617021277
"3205","1285C1030",0.48,2222,4629.16666666667
"3206","1285C1040",1.34,2129,1588.80597014925
"3207","1285C1050",5.2,1871,359.807692307692
"3208","1285C1060",0.85,2113,2485.88235294118
"3209","1285C1070",2.19,2238,1021.91780821918
"3210","1285C1080",1.59,3188,2005.03144654088
"3211","1285C1090",2.38,2216,931.09243697479
"3212","1286A0010",53.63,1133,21.1262353160544
"3213","1286A0020",56.51,1275,22.5623783401168
"3214","1286A0030",39.39,1829,46.4331048489464
"3215","1286A0040",51.48,1076,20.9013209013209
"3216","1286A0050",34.34,1016,29.5864880605708
"3217","1286A0060",74.28,778,10.4738826063543
"3218","1286B2010",9.16,1699,185.480349344978
"3219","1286B2020",1.3,1342,1032.30769230769
"3220","1286C1010",0.34,1887,5550
"3221","1286C1020",0.37,1761,4759.45945945946
"3222","1286C1030",0.45,1728,3840
"3223","1286C1040",2.88,3526,1224.30555555556
"3224","1286C1050",0.54,1483,2746.2962962963
"3225","1286C1060",0.71,2169,3054.92957746479
"3226","1286C1070",0.88,2333,2651.13636363636
"3227","1286C1080",8.76,2500,285.388127853881
"3228","1286C1090",0.5,1605,3210
"3229","1286C1100",3.82,879,230.104712041885
"3230","1286C1110",10.59,1892,178.659112370161
"3231","1287A0010",70.67,1517,21.4659685863874
"3232","1287A0020",49.6,1568,31.6129032258065
"3233","1287A0030",44.55,1267,28.4399551066218
"3234","1287A0040",46.03,1509,32.7829676298066
"3235","1287A0050",69.75,1327,19.0250896057348
"3236","1287B2010",4.91,1328,270.468431771894
"3237","1287B2020",8.51,1637,192.361927144536
"3238","1287B3010",6.55,2130,325.190839694657
"3239","1287C1010",7.29,2234,306.447187928669
"3240","1287C1020",3.67,1625,442.779291553134
"3241","1287C1030",0.76,1818,2392.10526315789
"3242","1287C1040",0.26,1321,5080.76923076923
"3243","1287C1050",0.69,1812,2626.08695652174
"3244","1287C1060",0.97,2449,2524.74226804124
"3245","1287C1070",0.44,2010,4568.18181818182
"3246","1287C1080",0.46,1862,4047.82608695652
"3247","1287C1090",4.51,1940,430.155210643016
"3248","1287C1100",0.69,2614,3788.40579710145
"3249","1287C1110",3.27,1453,444.34250764526
"3250","1287C1120",0.39,1767,4530.76923076923
"3251","1287C1130",0.24,1160,4833.33333333333
"3252","1287C1140",1.05,1135,1080.95238095238
"3253","1287C1150",0.32,1320,4125
"3254","1287C1160",1.3,2042,1570.76923076923
"3255","1287C1170",2,2276,1138
"3256","1287C1180",7.34,2150,292.91553133515
"3257","1287C1190",3.74,1665,445.187165775401
"3258","1290A0010",93.97,989,10.5246355219751
"3259","1290A0020",96.18,1515,15.7517155333749
"3260","1290A0030",101.46,1576,15.5332150601222
"3261","1290A0040",90.54,1989,21.9681908548708
"3262","1290A0050",122.48,1827,14.916721097322
"3263","1290A0060",27.9,939,33.6559139784946
"3264","1290A0070",92.16,1055,11.4474826388889
"3265","1290A0080",125.9,2254,17.9030976965846
"3266","1290A0090",108.87,1851,17.0019289060347
"3267","1290A0100",88.09,972,11.0341695992735
"3268","1290A0110",139.26,2283,16.393795777682
"3269","1290B2010",13.02,2624,201.536098310292
"3270","1290B2020",1.13,1204,1065.48672566372
"3271","1290B2030",1.57,1966,1252.22929936306
"3272","1290B2040",6.27,1961,312.759170653908
"3273","1290B2050",2.16,2255,1043.98148148148
"3274","1290B2060",4.31,1686,391.183294663573
"3275","1290B3010",8.43,2153,255.397390272835
"3276","1290B3020",7.78,1435,184.447300771208
"3277","1290B4010",9.56,1948,203.765690376569
"3278","1290B5010",10.7,1730,161.682242990654
"3279","1290B6010",10.16,1484,146.062992125984
"3280","1290B7010",9.2,1404,152.608695652174
"3281","1290B8010",6.64,1034,155.722891566265
"3282","1290C1010",7.04,1035,147.017045454545
"3283","1290C1020",10.14,2360,232.741617357002
"3284","1290C1030",4.65,1846,396.989247311828
"3285","1290C1040",7,1195,170.714285714286
"3286","1290C1050",3.64,2544,698.901098901099
"3287","1290C1060",4.39,1663,378.815489749431
"3288","1290C1070",2.78,2243,806.834532374101
"3289","1290C1080",4.46,2009,450.448430493274
"3290","1290C1090",2.62,1857,708.778625954198
"3291","1290C1100",0.26,2078,7992.30769230769
"3292","1290C1110",4.96,2191,441.733870967742
"3293","1290C1120",0.62,2277,3672.58064516129
"3294","1290C1130",0.22,1848,8400
"3295","1290C1140",0.44,2019,4588.63636363636
"3296","1290C1150",2.29,1838,802.620087336245
"3297","1290C1160",0.31,2472,7974.1935483871
"3298","1290C1170",0.53,1829,3450.94339622641
"3299","1290C1180",2.1,2806,1336.19047619048
"3300","1290C1190",3.92,2016,514.285714285714
"3301","1290C1200",0.43,1575,3662.79069767442
"3302","1290C1210",4.4,1790,406.818181818182
"3303","1290C1220",0.2,2314,11570
"3304","1290C1230",1.17,2621,2240.17094017094
"3305","1291A0010",93,1302,14
"3306","1291A0020",45.91,812,17.6867784796341
"3307","1291A0030",29.38,1096,37.3042886317223
"3308","1291A0040",49.79,1285,25.8083952600924
"3309","1291A0050",36.27,1159,31.9547835676868
"3310","1291A0060",30.45,965,31.6912972085386
"3311","1291A0070",66.79,1123,16.8138942955532
"3312","1291B2010",6.33,1060,167.456556082148
"3313","1291B3010",6.75,1004,148.740740740741
"3314","1291B4010",8.29,980,118.214716525935
"3315","1291B5010",5.25,875,166.666666666667
"3316","1291C1010",6.34,1194,188.328075709779
"3317","1291C1020",5.11,2362,462.230919765166
"3318","1291C1030",0.58,1630,2810.34482758621
"3319","1291C1040",2.89,2115,731.833910034602
"3320","1292A0010",34.96,867,24.7997711670481
"3321","1292A0020",63.06,1306,20.7104345068189
"3322","1292A0030",154.54,2347,15.1870066002329
"3323","1292A0040",83.12,1815,21.8358999037536
"3324","1292B2010",4.14,2325,561.594202898551
"3325","1292B2020",10.35,1753,169.371980676329
"3326","1292B3010",5.58,1036,185.663082437276
"3327","1292B3020",11.25,953,84.7111111111111
"3328","1292B4010",8.1,1479,182.592592592593
"3329","1292C1010",6.86,2392,348.68804664723
"3330","1292C1020",3.4,2443,718.529411764706
"3331","1292C1030",0.32,2103,6571.875
"3332","1292C1040",1.27,2498,1966.92913385827
"3333","1292C1050",0.46,1624,3530.4347826087
"3334","1292C1060",4.67,2339,500.856531049251
"3335","1292C1070",0.25,1851,7404
"3336","1292C1080",1.91,1908,998.952879581152
"3337","1292C1090",0.19,1457,7668.42105263158
"3338","1292C1100",3.04,2093,688.486842105263
"3339","1292C1110",6.18,2385,385.922330097087
"3340","1292C1120",0.85,1965,2311.76470588235
"3341","1292C1130",4.99,1584,317.434869739479
"3342","1292C1140",7.62,1998,262.204724409449
"3343","1292C1150",2.69,2345,871.747211895911
"3344","1293A0010",167,1536,9.19760479041916
"3345","1293A0020",188.75,1596,8.45562913907285
"3346","1293A0030",117.38,1512,12.8812404157437
"3347","1293A0040",174.63,1353,7.74780965469851
"3348","1293A0050",78.06,1255,16.0773763771458
"3349","1293A0060",96.52,1263,13.0853709075839
"3350","1293A0070",108.74,920,8.46054809637668
"3351","1293A0080",211.42,1187,5.61441680068111
"3352","1293B2010",3.86,1493,386.787564766839
"3353","1293B2020",4.5,1706,379.111111111111
"3354","1293B2030",4.67,1621,347.109207708779
"3355","1293B3010",9.37,1122,119.74386339381
"3356","1293B3020",1.31,1993,1521.37404580153
"3357","1293B3030",4.66,1161,249.141630901288
"3358","1293B4010",7.83,1346,171.902937420179
"3359","1293B4020",7.43,1565,210.632570659489
"3360","1293B5010",7.9,1910,241.772151898734
"3361","1293B6010",11.44,1822,159.265734265734
"3362","1293B7010",10.6,1817,171.415094339623
"3363","1293B8010",6.38,1188,186.206896551724
"3364","1293C1010",2.53,1983,783.794466403162
"3365","1293C1020",0.76,1434,1886.84210526316
"3366","1293C1030",0.41,1234,3009.75609756098
"3367","1293C1040",1.22,1875,1536.88524590164
"3368","1293C1050",0.21,2060,9809.52380952381
"3369","1293C1060",0.26,1520,5846.15384615385
"3370","1293C1070",15.56,2217,142.480719794344
"3371","1293C1080",14.29,1463,102.379286214136
"3372","1293C1090",1.16,1853,1597.41379310345
"3373","1293C1100",1.28,1677,1310.15625
"3374","1293C1110",1.06,1513,1427.35849056604
"3375","1293C1120",6.2,2413,389.193548387097
"3376","1293C1130",2.16,1633,756.018518518518
"3377","1315A0010",222.78,1137,5.10368973875572
"3378","1315A0020",277.84,1302,4.68615030233228
"3379","1315A0030",206.81,1249,6.03935979884919
"3380","1315A0040",217.81,1312,6.02359854919425
"3381","1315B2010",7.19,1300,180.806675938804
"3382","1315C1010",6.19,2314,373.828756058158
"3383","1315C1020",8.08,1685,208.539603960396
"3384","1380A0010",122.36,1713,13.9996730957829
"3385","1380A0020",113.62,1876,16.5111776095758
"3386","1380A0030",82.4,1807,21.9296116504854
"3387","1380A0040",191.32,1460,7.63119381141543
"3388","1380A0050",45.66,1265,27.7047744196233
"3389","1380A0060",95.7,1233,12.884012539185
"3390","1380A0070",197.56,1229,6.22089491799959
"3391","1380B2010",14.08,2446,173.721590909091
"3392","1380B2020",5.37,1734,322.905027932961
"3393","1380B2030",7.3,2467,337.945205479452
"3394","1380B3010",9.2,2156,234.347826086957
"3395","1380B4010",7.23,1726,238.727524204703
"3396","1380C1010",6.51,1188,182.488479262673
"3397","1380C1020",7.45,1756,235.704697986577
"3398","1380C1030",6.8,1483,218.088235294118
"3399","1380C1040",1.82,1760,967.032967032967
"3400","1380C1050",1.9,2040,1073.68421052632
"3401","1380C1060",1.4,1730,1235.71428571429
"3402","1380C1070",4.95,1654,334.141414141414
"3403","1380C1080",0.26,2646,10176.9230769231
"3404","1380C1090",2.86,1815,634.615384615385
"3405","1380C1100",0.78,2099,2691.02564102564
"3406","1380C1110",0.66,1851,2804.54545454545
"3407","1380C1120",2.58,2573,997.286821705426
"3408","1380C1130",0.39,2107,5402.5641025641
"3409","1380C1140",7.56,2009,265.740740740741
"3410","1380C1150",2.06,1400,679.611650485437
"3411","1380C1160",0.24,2320,9666.66666666667
"3412","1380C1170",0.28,1444,5157.14285714286
"3413","1380C1180",3.43,3178,926.530612244898
"3414","1380C1190",0.56,2178,3889.28571428571
"3415","1380C1200",0.2,1394,6970
"3416","1380C1210",0.34,1560,4588.23529411765
"3417","1380C1220",0.13,1746,13430.7692307692
"3418","1380C1230",0.57,1976,3466.66666666667
"3419","1380C1240",0.34,1645,4838.23529411765
"3420","1380C1250",4.98,2119,425.502008032128
"3421","1380C1260",3.56,1947,546.910112359551
"3422","1380C1270",0.09,1666,18511.1111111111
"3423","1380C1280",0.34,2628,7729.41176470588
"3424","1380C1290",0.19,2318,12200
"3425","1380C1300",0.32,1841,5753.125
"3426","1380C1310",0.11,1653,15027.2727272727
"3427","1380C1320",0.89,2426,2725.84269662921
"3428","1380C1330",1.45,2073,1429.65517241379
"3429","1380C1340",1.2,2075,1729.16666666667
"3430","1380C1350",0.58,1620,2793.10344827586
"3431","1380C1360",2.38,2047,860.084033613445
"3432","1380C1370",2.07,2081,1005.31400966184
"3433","1380C1380",12.45,2229,179.036144578313
"3434","1380C1390",5.27,1713,325.047438330171
"3435","1380C1400",5.71,1548,271.103327495622
"3436","1380C1410",2.95,2212,749.830508474576
"3437","1380C1420",3.13,1795,573.482428115016
"3438","1380C1430",11.65,1995,171.244635193133
"3439","1380C1440",8.75,1146,130.971428571429
"3440","1381A0010",130.04,1204,9.25868963395878
"3441","1381A0020",58.13,1628,28.0061930156546
"3442","1381A0030",61.52,1325,21.537711313394
"3443","1381A0040",272.8,1510,5.53519061583578
"3444","1381A0050",96.98,1785,18.4058568777067
"3445","1381A0060",186.77,977,5.23103282111688
"3446","1381B2010",13.79,2742,198.839738941262
"3447","1381B2020",9.37,2557,272.892209178228
"3448","1381B3010",7.05,854,121.13475177305
"3449","1381B3020",9.06,1442,159.16114790287
"3450","1381B4010",12.21,1222,100.0819000819
"3451","1381B5010",6.47,1190,183.925811437403
"3452","1381C1010",4.72,2597,550.21186440678
"3453","1381C1020",5.78,2043,353.460207612457
"3454","1381C1030",1.35,2324,1721.48148148148
"3455","1381C1040",6.54,1165,178.134556574924
"3456","1382A0010",84.58,1932,22.8422794986995
"3457","1382A0020",163.97,1664,10.1481978410685
"3458","1382A0030",69.23,2317,33.4681496461072
"3459","1382A0040",58.27,1163,19.9588124249185
"3460","1382A0050",102.93,1680,16.3217720781113
"3461","1382A0060",116.23,1110,9.55003011270756
"3462","1382A0070",172.29,1231,7.14493005978292
"3463","1382A0080",130.43,1552,11.8991029671088
"3464","1382A0090",140.93,1320,9.36635208968992
"3465","1382B2010",8.75,1416,161.828571428571
"3466","1382B3010",7.09,1162,163.892806770099
"3467","1382C1010",2.56,1739,679.296875
"3468","1382C1020",13.15,3296,250.6463878327
"3469","1382C1030",1.76,2256,1281.81818181818
"3470","1382C1040",1.74,1505,864.942528735632
"3471","1382C1050",0.87,1281,1472.41379310345
"3472","1382C1060",1.82,2264,1243.95604395604
"3473","1382C1070",0.44,2543,5779.54545454545
"3474","1382C1080",2.08,1170,562.5
"3475","1382C1090",0.88,1728,1963.63636363636
"3476","1382C1100",0.63,2011,3192.06349206349
"3477","1382C1110",7.01,921,131.383737517832
"3478","1382C1120",0.91,2184,2400
"3479","1382C1130",0.85,1504,1769.41176470588
"3480","1382C1140",2.73,1710,626.373626373626
"3481","1382C1150",5.86,3457,589.931740614334
"3482","1382C1160",10.4,992,95.3846153846154
"3483","1383A0010",39.07,1307,33.4527770668032
"3484","1383A0020",96.63,1597,16.5269585015006
"3485","1383A0030",71.87,2351,32.7118408237095
"3486","1383A0040",52.58,1131,21.5100798782807
"3487","1383A0050",54.6,1605,29.3956043956044
"3488","1383A0060",87.54,1090,12.4514507653644
"3489","1383A0070",86.6,2044,23.6027713625866
"3490","1383A0080",153.94,1500,9.74405612576328
"3491","1383A0090",93.66,1741,18.588511637839
"3492","1383B2010",6.46,2032,314.551083591331
"3493","1383B2020",4.28,1316,307.476635514019
"3494","1383B3010",4.23,986,233.096926713948
"3495","1383B3020",3.15,1480,469.84126984127
"3496","1383B4010",8.11,2073,255.610357583231
"3497","1383B5010",21.72,2346,108.011049723757
"3498","1383B6010",7.27,1219,167.67537826685
"3499","1383B6020",8.82,865,98.0725623582766
"3500","1383C1010",6.72,1532,227.97619047619
"3501","1383C1020",2.37,1946,821.097046413502
"3502","1383C1030",4.12,931,225.970873786408
"3503","1383C1040",2.08,1359,653.365384615385
"3504","1383C1050",2.01,2842,1413.93034825871
"3505","1383C1060",0.23,2209,9604.34782608696
"3506","1383C1070",2.31,1867,808.225108225108
"3507","1383C1080",0.41,1923,4690.24390243903
"3508","1383C1090",1.02,2025,1985.29411764706
"3509","1383C1100",0.97,2286,2356.70103092784
"3510","1383C1110",0.33,2238,6781.81818181818
"3511","1383C1120",0.79,2643,3345.56962025316
"3512","1383C1130",0.35,1824,5211.42857142857
"3513","1383C1140",2.68,1200,447.761194029851
"3514","1383C1150",7,2640,377.142857142857
"3515","1383C1160",1.14,2266,1987.71929824561
"3516","1383C1170",2.6,2257,868.076923076923
"3517","1383C1180",1.37,1975,1441.60583941606
"3518","1383C1190",6.59,3306,501.669195751138
"3519","1383C1200",22.89,2373,103.669724770642
"3520","1384A0010",60.4,1264,20.9271523178808
"3521","1384A0020",104.66,1975,18.8706287024651
"3522","1384A0030",48.32,1718,35.5546357615894
"3523","1384A0040",76.9,2097,27.2691807542263
"3524","1384A0050",52.51,1390,26.4711483526947
"3525","1384B2010",2.99,1945,650.501672240803
"3526","1384B2020",9.97,1174,117.753259779338
"3527","1384B2030",11.14,2388,214.362657091562
"3528","1384B2040",1.86,2350,1263.44086021505
"3529","1384B2050",9.8,2069,211.122448979592
"3530","1384B3010",17.64,1391,78.8548752834467
"3531","1384B3020",1.7,2372,1395.29411764706
"3532","1384C1010",18.48,2187,118.344155844156
"3533","1384C1020",4.54,2335,514.31718061674
"3534","1384C1030",2.55,1950,764.705882352941
"3535","1384C1040",2.49,2026,813.654618473896
"3536","1384C1050",21.19,2453,115.762151958471
"3537","1384C1060",2.65,2132,804.528301886793
"3538","1384C1070",3.42,2545,744.152046783626
"3539","1384C1080",12.78,1940,151.799687010955
"3540","1384C1090",24.32,1625,66.8174342105263
"3541","1384C1100",3.78,1870,494.708994708995
"3542","1384C1110",2.71,2688,991.881918819188
"3543","1384C1120",4.63,2017,435.637149028078
"3544","1384C1130",0.49,1436,2930.61224489796
"3545","1384C1140",0.99,1915,1934.34343434343
"3546","1384C1150",0.79,1647,2084.81012658228
"3547","1384C1160",9.95,1886,189.547738693467
"3548","1384C1170",0.18,1271,7061.11111111111
"3549","1384C1180",0.66,1855,2810.60606060606
"3550","1384C1190",0.58,1513,2608.62068965517
"3551","1384C1200",1.61,1595,990.683229813665
"3552","1384C1210",0.57,2028,3557.89473684211
"3553","1384C1220",3.57,2059,576.750700280112
"3554","1384C1230",0.7,1576,2251.42857142857
"3555","1384C1240",7.98,1859,232.957393483709
"3556","1384C1250",27.99,3572,127.617006073598
"3557","1384C1260",3.99,2387,598.245614035088
"3558","1384C1270",19.2,2169,112.96875
"3559","1384C1280",8.56,1835,214.369158878505
"3560","1384C1290",3.32,2303,693.674698795181
"3561","1384C1300",8.78,987,112.414578587699
"3562","1384C1310",2.62,1822,695.419847328244
"3563","1384C1320",2.6,2037,783.461538461538
"3564","1401A0010",82.08,2356,28.7037037037037
"3565","1401A0020",79.92,1580,19.7697697697698
"3566","1401B2010",8.73,1677,192.096219931271
"3567","1401B2020",6.04,1367,226.324503311258
"3568","1401B3010",6.65,1885,283.458646616541
"3569","1401C1010",6.86,1929,281.195335276968
"3570","1401C1020",6.71,1801,268.405365126677
"3571","1401C1030",0.74,1612,2178.37837837838
"3572","1401C1040",1.22,2216,1816.39344262295
"3573","1401C1050",2.11,2057,974.881516587678
"3574","1401C1060",0.52,1846,3550
"3575","1401C1070",0.74,1376,1859.45945945946
"3576","1401C1080",2.29,2589,1130.56768558952
"3577","1401C1090",1.38,1899,1376.08695652174
"3578","1401C1100",9.26,2253,243.304535637149
"3579","1401C1110",9.41,1642,174.495217853347
"3580","1401C1120",0.58,1775,3060.34482758621
"3581","1401C1130",1.15,2276,1979.13043478261
"3582","1401C1140",6.6,2100,318.181818181818
"3583","1401C1150",21.81,2369,108.61989912884
"3584","1401C1160",11.88,1270,106.902356902357
"3585","1402C1010",9.73,3558,365.673175745118
"3586","1402C1020",3.22,2540,788.819875776397
"3587","1402C1030",1.89,2183,1155.02645502646
"3588","1402C1040",0.95,2154,2267.36842105263
"3589","1402C1050",0.33,2414,7315.15151515152
"3590","1402C1060",1.56,2098,1344.87179487179
"3591","1402C1070",0.7,1749,2498.57142857143
"3592","1402C1080",2.03,1615,795.566502463054
"3593","1402C1090",0.81,1846,2279.01234567901
"3594","1402C1100",1.18,2310,1957.62711864407
"3595","1402C1110",1.05,2339,2227.61904761905
"3596","1402C1120",0.23,1673,7273.91304347826
"3597","1402C1130",1.54,2187,1420.12987012987
"3598","1402C1140",0.23,2187,9508.69565217391
"3599","1402C1150",0.67,2800,4179.10447761194
"3600","1402C1160",15.36,2577,167.7734375
"3601","1402C1170",2.79,2309,827.598566308244
